Event	ID	Name			Wwise Object Path	Notes
	48028301	Play_Anneaux_Bravoure_Anneaux_Bravoure_Attack_Pt2__itemnumber			\Default Work Unit\Anneaux\Bravoure\Attack\Play_Anneaux_Bravoure_Anneaux_Bravoure_Attack_Pt2__itemnumber	
	971120188	Play_Anneaux_Bravoure_Anneaux_Bravoure_Actif_Activation2__itemnumber			\Default Work Unit\Anneaux\Bravoure\Actif\Play_Anneaux_Bravoure_Anneaux_Bravoure_Actif_Activation2__itemnumber	
	1311394723	Play_Anneaux_Bravoure_Actif_Absorb_Convert_Full__itemnumber			\Default Work Unit\Anneaux\Bravoure\Actif\Play_Anneaux_Bravoure_Actif_Absorb_Convert_Full__itemnumber	
	1375151096	Play_Anneaux_Bravoure_Anneaux_Bravoure_Passif_full__itemnumber			\Default Work Unit\Anneaux\Bravoure\Passif\Play_Anneaux_Bravoure_Anneaux_Bravoure_Passif_full__itemnumber	
	2245180070	Play_Anneaux_Bravoure_Anneaux_Bravoure_Attack_Pt1__itemnumber			\Default Work Unit\Anneaux\Bravoure\Attack\Play_Anneaux_Bravoure_Anneaux_Bravoure_Attack_Pt1__itemnumber	
	2443778206	Play_Anneaux_Bravoure_Anneaux_Bravoure_Equip__itemnumber			\Default Work Unit\Anneaux\Bravoure\Base\Play_Anneaux_Bravoure_Anneaux_Bravoure_Equip__itemnumber	
	2786944721	Play_Anneaux_Bravoure_Actif_Base2__itemnumber			\Default Work Unit\Anneaux\Bravoure\Actif\Play_Anneaux_Bravoure_Actif_Base2__itemnumber	
	2795927674	Play_Anneaux_Bravoure_Actif_Base1__itemnumber			\Default Work Unit\Anneaux\Bravoure\Actif\Play_Anneaux_Bravoure_Actif_Base1__itemnumber	
	3245141071	Play_Anneaux_Bravoure_Actif_Holding__itemnumber			\Default Work Unit\Anneaux\Bravoure\Actif\Play_Anneaux_Bravoure_Actif_Holding__itemnumber	
	3355272866	Play_Anneaux_Bravoure_Anneaux_Bravoure_Attack_Full__itemnumber			\Default Work Unit\Anneaux\Bravoure\Attack\Play_Anneaux_Bravoure_Anneaux_Bravoure_Attack_Full__itemnumber	
	3519253650	Play_Anneaux_Bravoure_Actif_Activation__itemnumber			\Default Work Unit\Anneaux\Bravoure\Actif\Play_Anneaux_Bravoure_Actif_Activation__itemnumber	
	3848766526	Play_Anneaux_Bravoure_Actif_Attack_Full__itemnumber			\Default Work Unit\Anneaux\Bravoure\Actif\Play_Anneaux_Bravoure_Actif_Attack_Full__itemnumber	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	175041230	Anneaux_Bravoure_Anneaux_Bravoure_Actif_Activation2_$itemnumber	C:\Users\Bonjour\Documents\GitHub\CotR\CotR_WwiseProject\.cache\EB\{EB0A4D03-7D32-DC0E-FA82-E785FB76259D}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Anneaux\Bravoure\Actif\Anneaux_Bravoure_Anneaux_Bravoure_Actif_Activation2_$itemnumber		242500
	188644940	Anneaux_Bravoure_Actif_Base2_$itemnumber	C:\Users\Bonjour\Documents\GitHub\CotR\CotR_WwiseProject\.cache\72\{72D10694-57E1-FE97-36ED-8BAAC7CEF790}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Anneaux\Bravoure\Actif\Anneaux_Bravoure_Actif_Base2_$itemnumber		1019228
	189912528	Anneaux_Bravoure_Actif_Activation_$itemnumber	C:\Users\Bonjour\Documents\GitHub\CotR\CotR_WwiseProject\.cache\4C\{4C9A9D23-47EE-B380-3A8E-10A28A40A7DB}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Anneaux\Bravoure\Actif\Anneaux_Bravoure_Actif_Activation_$itemnumber		240380
	441688529	Anneaux_Bravoure_Anneaux_Bravoure_Attack_Pt1_$itemnumber	C:\Users\Bonjour\Documents\GitHub\CotR\CotR_WwiseProject\.cache\CD\{CD18687B-39B1-9F32-035E-8543AB1A0EF1}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Anneaux\Bravoure\Attack\Anneaux_Bravoure_Anneaux_Bravoure_Attack_Pt1_$itemnumber		53952
	477605912	Anneaux_Bravoure_Anneaux_Bravoure_Equip_$itemnumber	C:\Users\Bonjour\Documents\GitHub\CotR\CotR_WwiseProject\.cache\47\{47946600-1CED-F512-57BB-B30DCD45B63C}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Anneaux\Bravoure\Base\Anneaux_Bravoure_Anneaux_Bravoure_Equip_$itemnumber		174092
	480967136	Anneaux_Bravoure_Actif_Absorb&Convert_Full_$itemnumber	C:\Users\Bonjour\Documents\GitHub\CotR\CotR_WwiseProject\.cache\9F\{9F2D0DDD-BCAD-BC35-DA1C-178A4E91C0B9}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Anneaux\Bravoure\Actif\Anneaux_Bravoure_Actif_Absorb&Convert_Full_$itemnumber		236236
	553152634	Anneaux_Bravoure_Anneaux_Bravoure_Attack_Pt2_$itemnumber	C:\Users\Bonjour\Documents\GitHub\CotR\CotR_WwiseProject\.cache\5F\{5FBBA2AB-494B-4806-9444-0420484719BF}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Anneaux\Bravoure\Attack\Anneaux_Bravoure_Anneaux_Bravoure_Attack_Pt2_$itemnumber		190664
	691235544	Anneaux_Bravoure_Anneaux_Bravoure_Attack_Full_$itemnumber	C:\Users\Bonjour\Documents\GitHub\CotR\CotR_WwiseProject\.cache\5C\{5C7E026E-86F4-F6F0-BA37-06FB18A233C8}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Anneaux\Bravoure\Attack\Anneaux_Bravoure_Anneaux_Bravoure_Attack_Full_$itemnumber		215524
	695838447	Anneaux_Bravoure_Anneaux_Bravoure_Passif_full_$itemnumber	C:\Users\Bonjour\Documents\GitHub\CotR\CotR_WwiseProject\.cache\D9\{D95E178B-A1E4-8EDA-3022-DFE405DFBA95}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Anneaux\Bravoure\Passif\Anneaux_Bravoure_Anneaux_Bravoure_Passif_full_$itemnumber		159572
	819710120	Anneaux_Bravoure_Actif_Base1_$itemnumber	C:\Users\Bonjour\Documents\GitHub\CotR\CotR_WwiseProject\.cache\1F\{1FA5A793-5709-D2A5-1953-A202D83C56DE}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Anneaux\Bravoure\Actif\Anneaux_Bravoure_Actif_Base1_$itemnumber		1106224
